date,rest_days,away_team,away_q1,away_q2,away_q3,away_q4,away_OT,away_final,home_team,home_q1,home_q2,home_q3,home_q4,home_OT,home_final
2015-12-28,2,CLE,34,26,21,20,0,101,PHO,30,24,19,24,0,97
2015-12-29,1,CLE,26,27,19,21,0,93,DEN,21,21,20,25,0,87
2016-01-02,4,ORL,13,19,21,26,0,79,CLE,29,26,26,23,0,104
2016-01-04,2,TOR,29,27,22,22,0,100,CLE,33,25,32,32,0,122
2016-01-06,2,CLE,24,38,33,26,0,121,WAS,26,24,39,26,0,115
2016-01-08,2,CLE,35,27,33,30,0,125,MIN,27,19,30,23,0,99
2016-01-10,2,CLE,26,22,27,20,0,95,PHI,20,27,22,16,0,85
2016-01-12,2,CLE,22,25,20,28,15,110,DAL,25,27,20,23,12,107
2016-01-14,2,CLE,32,18,23,22,0,95,SAS,20,24,28,27,0,99
2016-01-15,1,CLE,23,23,22,23,0,91,HOU,21,14,16,26,0,77
2016-01-18,3,GSW,34,36,34,28,0,132,CLE,21,23,23,31,0,98
2016-01-20,2,CLE,23,28,22,18,0,91,BRK,17,21,17,23,0,78
2016-01-21,1,LAC,31,19,22,30,0,102,CLE,28,31,29,27,0,115
2016-01-23,2,CHI,21,23,28,24,0,96,CLE,14,25,19,25,0,83
2016-01-25,2,MIN,29,26,18,34,0,107,CLE,32,27,24,31,0,114
2016-01-27,2,PHO,26,24,21,22,0,93,CLE,23,32,32,28,0,115
2016-01-29,2,CLE,33,33,30,18,0,114,DET,27,31,20,28,0,106
2016-01-30,1,SAS,30,19,27,27,0,103,CLE,37,29,26,25,0,117
2016-02-01,2,CLE,33,27,15,21,15,111,IND,26,23,30,17,10,106
2016-02-03,2,CLE,23,35,17,22,0,97,CHO,23,26,33,24,0,106
2016-02-05,2,BOS,20,23,22,39,0,104,CLE,32,17,24,30,0,103
2016-02-06,1,NOP,20,23,27,14,0,84,CLE,28,26,20,25,0,99
2016-02-08,2,SAC,23,22,25,30,0,100,CLE,31,30,30,29,0,120
2016-02-10,2,LAL,25,22,27,37,0,111,CLE,35,29,29,27,0,120
2016-02-18,8,CHI,19,23,22,31,0,95,CLE,26,22,30,28,0,106
2016-02-21,3,CLE,27,35,33,20,0,115,OKC,28,25,20,19,0,92
2016-02-22,1,DET,33,23,19,21,0,96,CLE,28,21,19,20,0,88
2016-02-24,2,CHO,24,28,24,27,0,103,CLE,23,40,25,26,0,114
2016-02-26,2,CLE,31,18,28,20,0,97,TOR,21,24,23,31,0,99
2016-02-28,2,CLE,28,26,16,29,0,99,WAS,35,28,33,17,0,113
2016-02-29,1,IND,19,24,30,23,0,96,CLE,18,26,30,26,0,100
2016-03-04,4,WAS,23,19,21,20,0,83,CLE,27,32,24,25,0,108
2016-03-05,1,BOS,35,19,29,20,0,103,CLE,22,33,36,29,0,120
2016-03-07,2,MEM,33,25,24,24,0,106,CLE,25,24,25,29,0,103
2016-03-09,2,CLE,28,26,35,31,0,120,SAC,25,35,24,27,0,111
2016-03-10,1,CLE,33,31,31,25,0,120,LAL,31,24,27,26,0,108
2016-03-13,3,CLE,21,37,33,23,0,114,LAC,19,22,27,22,0,90
2016-03-14,1,CLE,26,18,22,19,0,85,UTA,28,20,18,28,0,94
2016-03-16,2,DAL,28,23,17,30,0,98,CLE,31,26,27,15,0,99
2016-03-18,2,CLE,27,36,20,26,0,109,ORL,29,25,32,17,0,103
2016-03-19,1,CLE,19,25,26,31,0,101,MIA,31,34,33,24,0,122
2016-03-21,2,DEN,23,25,24,19,0,91,CLE,38,18,31,37,0,124
2016-03-23,2,MIL,25,36,26,17,0,104,CLE,35,28,28,22,0,113
2016-03-24,1,CLE,23,26,34,12,0,95,BRK,26,33,21,24,0,104
2016-03-26,2,CLE,32,24,33,18,0,107,NYK,15,17,40,21,0,93
2016-03-29,3,HOU,26,14,31,35,0,106,CLE,24,35,25,16,0,100
2016-03-31,2,BRK,22,17,24,24,0,87,CLE,29,34,26,18,0,107
2016-04-01,1,CLE,32,23,22,19,14,110,ATL,23,18,30,25,12,108
2016-04-03,2,CHO,19,23,29,32,0,103,CLE,29,29,28,26,0,112
2016-04-05,2,CLE,33,34,26,16,0,109,MIL,19,24,24,13,0,80
2016-04-06,1,CLE,33,28,21,27,0,109,IND,36,34,26,27,0,123
2016-04-09,3,CLE,31,23,28,20,0,102,CHI,27,25,27,26,0,105
2016-04-11,2,ATL,26,19,30,19,0,94,CLE,22,29,39,19,0,109
2016-04-13,2,DET,29,29,24,21,9,112,CLE,24,20,28,31,7,110
2015-10-28,10,PHI,26,14,27,28,0,95,BOS,21,30,28,33,0,112
2015-10-30,2,TOR,26,28,30,29,0,113,BOS,26,28,21,28,0,103
2015-11-01,2,SAS,23,21,20,31,0,95,BOS,13,18,23,33,0,87
2015-11-04,3,BOS,16,27,29,26,0,98,IND,23,26,24,27,0,100
2015-11-06,2,WAS,25,24,25,24,0,98,BOS,40,32,28,18,0,118
2015-11-10,4,BOS,24,22,30,23,0,99,MIL,24,18,17,24,0,83
2015-11-11,1,IND,31,20,30,21,0,102,BOS,23,26,25,17,0,91
2015-11-13,2,ATL,26,19,24,24,0,93,BOS,23,22,35,26,0,106
2015-11-15,2,BOS,24,21,27,28,0,100,OKC,24,28,22,11,0,85
2015-11-16,1,BOS,24,31,32,24,0,111,HOU,28,27,13,27,0,95
2015-11-18,2,DAL,16,29,25,36,0,106,BOS,31,23,24,24,0,102
2015-11-20,2,BRK,19,23,25,28,0,95,BOS,23,43,25,29,0,120
2015-11-22,2,BOS,19,23,36,23,0,101,BRK,24,35,27,25,0,111
2015-11-24,2,BOS,28,20,25,24,0,97,ATL,33,24,24,40,0,121
2015-11-25,1,PHI,24,23,15,18,0,80,BOS,26,14,17,27,0,84
2015-11-27,2,WAS,18,18,20,22,0,78,BOS,29,25,25,32,0,111
2015-11-29,2,BOS,20,25,22,24,0,91,ORL,21,32,31,26,0,110
2015-11-30,1,BOS,32,25,24,24,0,105,MIA,23,28,24,20,0,95
2015-12-03,3,BOS,32,19,39,24,0,114,SAC,17,19,32,29,0,97
2015-12-05,2,BOS,27,22,22,34,0,105,SAS,29,29,28,22,0,108
2015-12-07,2,BOS,25,28,28,30,0,111,NOP,25,19,23,26,0,93
2015-12-09,2,CHI,24,30,21,25,0,100,BOS,24,27,24,30,0,105
2015-12-11,2,GSW,26,31,25,21,7,124,BOS,25,28,22,28,7,119
2015-12-12,1,BOS,16,22,35,25,0,98,CHO,17,25,27,24,0,93
2015-12-15,3,CLE,23,17,29,20,0,89,BOS,25,21,15,16,0,77
2015-12-16,1,BOS,25,27,31,33,0,116,DET,18,37,30,34,0,119
2015-12-18,2,ATL,19,23,29,38,0,109,BOS,25,18,30,28,0,101
2015-12-21,3,MIN,26,27,19,27,0,99,BOS,34,26,32,21,0,113
2015-12-23,2,BOS,29,18,27,28,0,102,CHO,21,19,22,27,0,89
2015-12-26,3,BOS,25,26,25,23,0,99,DET,24,22,15,32,0,93
2015-12-27,1,NYK,18,23,24,26,0,91,BOS,22,29,26,23,0,100
2015-12-30,3,LAL,24,34,31,23,0,112,BOS,27,29,22,26,0,104
2016-01-02,3,BRK,31,25,25,19,0,100,BOS,29,26,16,26,0,97
2016-01-04,2,BOS,37,19,23,24,0,103,BRK,22,20,26,26,0,94
2016-01-06,2,DET,24,24,18,33,0,99,BOS,33,22,20,19,0,94
2016-01-07,1,BOS,27,20,16,29,0,92,CHI,21,27,26,27,0,101
2016-01-10,3,BOS,34,19,23,22,0,98,MEM,16,22,30,33,0,101
2016-01-12,2,BOS,27,22,32,33,0,114,NYK,36,23,26,35,0,120
2016-01-13,1,IND,24,25,27,18,0,94,BOS,28,29,21,25,0,103
2016-01-15,2,PHO,29,18,31,25,0,103,BOS,36,32,28,21,0,117
2016-01-16,1,BOS,24,30,29,36,0,119,WAS,31,30,25,31,0,117
2016-01-18,2,BOS,16,23,33,26,15,113,DAL,29,23,18,28,20,118
2016-01-20,2,BOS,27,35,28,19,0,109,TOR,35,21,40,19,0,115
2016-01-22,2,CHI,23,26,33,19,0,101,BOS,34,30,26,20,0,110
2016-01-24,2,BOS,30,28,36,18,0,112,PHI,25,18,26,23,0,92
2016-01-25,1,BOS,22,31,31,32,0,116,WAS,20,29,21,21,0,91
2016-01-27,2,DEN,21,24,26,32,0,103,BOS,29,26,31,25,0,111
2016-01-29,2,ORL,22,28,27,17,0,94,BOS,26,32,28,27,0,113
2016-01-31,2,BOS,32,22,27,33,0,114,ORL,24,23,34,38,0,119
2016-02-02,2,BOS,21,24,25,27,0,97,NYK,22,25,18,24,0,89
2016-02-03,1,DET,16,20,24,35,0,95,BOS,27,29,22,24,0,102
2016-02-05,2,BOS,20,23,22,39,0,104,CLE,32,17,24,30,0,103
2016-02-07,2,SAC,37,21,29,32,0,119,BOS,46,28,21,33,0,128
2016-02-09,2,BOS,30,24,20,37,0,111,MIL,26,27,40,19,0,112
2016-02-10,1,LAC,37,27,27,31,12,134,BOS,33,38,27,24,17,139
2016-02-19,9,BOS,24,25,23,21,0,93,UTA,26,28,29,28,0,111
2016-02-21,2,BOS,35,29,27,30,0,121,DEN,17,32,29,23,0,101
2016-02-22,1,BOS,23,30,31,38,0,122,MIN,31,28,34,31,0,124
2016-02-25,3,MIL,25,27,21,34,0,107,BOS,35,27,26,24,0,112
2016-02-27,2,MIA,26,23,21,19,0,89,BOS,18,28,26,29,0,101
2016-02-29,2,UTA,29,17,27,22,0,95,BOS,23,20,29,28,0,100
2016-03-02,2,POR,33,22,12,26,0,93,BOS,30,31,30,25,0,116
2016-03-04,2,NYK,31,27,29,17,0,104,BOS,27,26,28,24,0,105
2016-03-05,1,BOS,35,19,29,20,0,103,CLE,22,33,36,29,0,120
2016-03-09,4,MEM,26,29,12,29,0,96,BOS,24,28,31,33,0,116
2016-03-11,2,HOU,19,27,31,25,0,102,BOS,23,20,30,25,0,98
2016-03-15,4,BOS,20,19,31,28,0,98,IND,20,23,28,32,0,103
2016-03-16,1,OKC,35,31,42,22,0,130,BOS,30,25,26,28,0,109
2016-03-18,2,BOS,14,27,33,17,0,91,TOR,30,25,24,26,0,105
2016-03-20,2,BOS,28,27,33,32,0,120,PHI,16,28,35,26,0,105
2016-03-21,1,ORL,17,32,29,18,0,96,BOS,22,34,35,16,0,107
2016-03-23,2,TOR,25,21,16,17,0,79,BOS,25,21,23,22,0,91
2016-03-26,3,BOS,35,23,23,21,0,102,PHO,22,19,34,24,0,99
2016-03-28,2,BOS,24,26,20,20,0,90,LAC,30,37,25,22,0,114
2016-03-31,3,BOS,31,27,25,26,0,109,POR,30,24,27,35,0,116
2016-04-01,1,BOS,21,24,37,27,0,109,GSW,23,20,36,27,0,106
2016-04-03,2,BOS,31,26,20,30,0,107,LAL,26,22,27,25,0,100
2016-04-06,3,NOP,17,28,28,24,0,97,BOS,23,30,23,28,0,104
2016-04-08,2,MIL,35,23,22,29,0,109,BOS,30,35,36,23,0,124
2016-04-09,1,BOS,32,39,20,16,0,107,ATL,34,33,26,25,0,118
2016-04-11,2,CHO,24,39,31,20,0,114,BOS,28,13,31,28,0,100
2016-04-13,2,MIA,35,27,5,21,0,88,BOS,13,25,25,35,0,98
2015-10-28,10,WAS,31,22,12,23,0,88,ORL,29,22,16,20,0,87
2015-10-30,2,WAS,22,39,21,36,0,118,MIL,33,32,27,21,0,113
2015-10-31,1,NYK,29,30,28,30,0,117,WAS,29,27,34,20,0,110
2015-11-04,4,SAS,23,28,22,26,0,99,WAS,22,25,19,36,0,102
2015-11-06,2,WAS,25,24,25,24,0,98,BOS,40,32,28,18,0,118
2015-11-07,1,WAS,19,26,33,21,0,99,ATL,19,22,34,39,0,114
2015-11-10,3,OKC,37,31,29,28,0,125,WAS,23,27,21,30,0,101
2015-11-14,4,ORL,27,29,20,23,0,99,WAS,29,21,29,29,0,108
2015-11-17,3,MIL,29,17,20,20,0,86,WAS,27,37,21,30,0,115
2015-11-21,4,WAS,30,22,23,22,0,97,DET,24,28,21,22,0,95
2015-11-24,3,IND,33,29,31,30,0,123,WAS,31,30,21,24,0,106
2015-11-25,1,WAS,24,30,27,6,0,87,CHO,28,30,16,27,0,101
2015-11-27,2,WAS,18,18,20,22,0,78,BOS,29,25,25,32,0,111
2015-11-28,1,TOR,16,23,23,22,0,84,WAS,23,22,23,14,0,82
2015-12-01,3,WAS,27,27,26,17,0,97,CLE,24,19,24,18,0,85
2015-12-02,1,LAL,34,23,21,30,0,108,WAS,22,29,24,29,0,104
2015-12-04,2,PHO,31,29,25,21,0,106,WAS,22,29,27,31,0,109
2015-12-06,2,DAL,29,26,32,29,0,116,WAS,28,30,26,20,0,104
2015-12-07,1,WAS,29,31,27,27,0,114,MIA,19,36,29,19,0,103
2015-12-09,2,HOU,30,26,26,27,0,109,WAS,17,30,36,20,0,103
2015-12-11,2,WAS,27,27,23,28,0,105,NOP,29,26,22,30,0,107
2015-12-12,1,WAS,26,25,39,24,0,114,DAL,28,22,22,39,0,111
2015-12-14,2,WAS,21,25,15,34,0,95,MEM,25,32,26,29,0,112
2015-12-16,2,WAS,31,21,19,24,0,95,SAS,26,29,31,28,0,114
2015-12-19,3,CHO,27,26,22,26,0,101,WAS,28,31,27,23,0,109
2015-12-21,2,SAC,35,24,25,15,0,99,WAS,34,29,21,29,0,113
2015-12-23,2,MEM,18,30,17,26,0,91,WAS,25,34,22,19,0,100
2015-12-26,3,WAS,34,18,27,32,0,111,BRK,26,24,27,19,0,96
2015-12-28,2,LAC,34,25,27,22,0,108,WAS,20,26,25,20,0,91
2015-12-30,2,WAS,27,14,24,26,0,91,TOR,28,24,25,17,0,94
2016-01-01,2,ORL,21,22,29,19,0,91,WAS,24,24,24,31,0,103
2016-01-03,2,MIA,25,25,23,24,0,97,WAS,24,7,20,24,0,75
2016-01-06,3,CLE,24,38,33,26,0,121,WAS,26,24,39,26,0,115
2016-01-08,2,TOR,18,29,26,24,0,97,WAS,26,21,14,27,0,88
2016-01-09,1,WAS,27,33,25,20,0,105,ORL,17,32,21,29,0,99
2016-01-11,2,WAS,28,34,21,31,0,114,CHI,25,23,26,26,0,100
2016-01-13,2,MIL,18,25,31,27,0,101,WAS,29,27,15,35,0,106
2016-01-15,2,WAS,24,35,29,30,0,118,IND,27,19,26,32,0,104
2016-01-16,1,BOS,24,30,29,36,0,119,WAS,31,30,25,31,0,117
2016-01-18,2,POR,32,27,35,14,0,108,WAS,17,40,19,22,0,98
2016-01-20,2,MIA,22,15,27,23,0,87,WAS,26,25,30,25,0,106
2016-01-25,5,BOS,22,31,31,32,0,116,WAS,20,29,21,21,0,91
2016-01-26,1,WAS,18,32,20,19,0,89,TOR,24,29,24,29,0,106
2016-01-28,2,DEN,29,35,27,26,0,117,WAS,29,29,21,34,0,113
2016-01-30,2,WAS,28,31,31,33,0,123,HOU,32,30,26,34,0,122
2016-02-01,2,WAS,26,26,24,22,0,98,OKC,36,28,28,22,0,114
2016-02-03,2,GSW,43,31,29,31,0,134,WAS,28,32,32,29,0,121
2016-02-05,2,PHI,18,29,25,22,0,94,WAS,38,22,22,24,0,106
2016-02-06,1,WAS,25,33,17,29,0,104,CHO,25,23,30,30,0,108
2016-02-09,3,WAS,35,28,20,28,0,111,NYK,21,29,33,25,0,108
2016-02-11,2,WAS,27,19,24,22,0,92,MIL,18,37,14,30,0,99
2016-02-18,7,UTA,23,19,26,21,0,89,WAS,28,21,27,27,0,103
2016-02-19,1,DET,15,25,21,25,0,86,WAS,29,26,28,15,0,98
2016-02-20,1,WAS,19,25,24,26,0,94,MIA,30,29,23,32,0,114
2016-02-23,3,NOP,19,32,14,24,0,89,WAS,24,30,31,24,0,109
2016-02-24,1,WAS,31,24,24,25,0,104,CHI,28,29,32,20,0,109
2016-02-26,2,WAS,21,27,28,27,0,103,PHI,26,26,20,22,0,94
2016-02-28,2,CLE,28,26,16,29,0,99,WAS,35,28,33,17,0,113
2016-02-29,1,PHI,23,25,34,26,0,108,WAS,27,33,19,37,0,116
2016-03-02,2,WAS,29,31,25,19,0,104,MIN,32,22,23,21,0,98
2016-03-04,2,WAS,23,19,21,20,0,83,CLE,27,32,24,25,0,108
2016-03-05,1,IND,31,25,22,22,0,100,WAS,37,27,16,19,0,99
2016-03-08,3,WAS,22,33,26,23,5,109,POR,29,25,31,19,12,116
2016-03-11,3,WAS,29,19,20,25,0,93,UTA,32,24,32,26,0,114
2016-03-12,1,WAS,23,27,33,17,0,100,DEN,27,25,23,41,0,116
2016-03-14,2,DET,15,24,24,18,0,81,WAS,34,26,33,31,0,124
2016-03-16,2,CHI,25,27,22,22,0,96,WAS,32,31,29,25,0,117
2016-03-17,1,WAS,30,28,15,26,0,99,PHI,22,17,22,33,0,94
2016-03-19,2,NYK,29,24,13,23,0,89,WAS,20,23,33,23,0,99
2016-03-21,2,WAS,27,34,28,28,0,117,ATL,30,29,27,16,0,102
2016-03-23,2,ATL,22,30,29,41,0,122,WAS,25,31,19,26,0,101
2016-03-25,2,MIN,27,35,23,24,12,132,WAS,29,33,27,20,12,129
2016-03-27,2,WAS,24,26,27,24,0,101,LAL,27,17,15,29,0,88
2016-03-29,2,WAS,22,24,26,22,0,94,GSW,27,22,30,23,0,102
2016-03-30,1,WAS,34,21,28,28,0,111,SAC,32,28,29,31,0,120
2016-04-01,2,WAS,25,25,27,29,0,106,PHO,26,26,27,20,0,99
2016-04-03,2,WAS,23,26,24,36,0,109,LAC,33,27,24,30,0,114
2016-04-06,3,BRK,23,29,23,28,0,103,WAS,30,24,34,33,0,121
2016-04-08,2,WAS,25,30,29,15,0,99,DET,39,23,24,26,0,112
2016-04-10,2,CHO,27,21,26,24,0,98,WAS,28,27,31,27,0,113
2016-04-11,1,WAS,34,36,30,20,0,120,BRK,28,41,29,13,0,111
2016-04-13,2,ATL,33,26,17,22,0,98,WAS,33,24,27,25,0,109
2015-10-28,10,CHO,27,17,16,34,0,94,MIA,23,31,19,31,0,104
2015-10-30,2,CHO,22,30,17,25,0,94,ATL,29,24,23,21,0,97
2015-11-01,2,ATL,28,18,24,24,0,94,CHO,18,21,37,16,0,92
2015-11-03,2,CHI,20,27,30,28,0,105,CHO,37,32,31,30,0,130
2015-11-05,2,CHO,27,27,24,30,0,108,DAL,23,30,14,27,0,94
2015-11-07,2,CHO,21,26,29,18,0,94,SAS,29,22,42,21,0,114
2015-11-10,3,CHO,32,31,22,19,0,104,MIN,31,28,21,15,0,95
2015-11-11,1,NYK,27,20,32,14,0,93,CHO,18,31,20,26,0,95
2015-11-13,2,CHO,23,23,29,22,0,97,CHI,23,27,23,29,0,102
2015-11-15,2,POR,27,18,21,28,0,94,CHO,35,36,18,17,0,106
2015-11-17,2,CHO,21,27,24,22,0,94,NYK,26,20,34,22,0,102
2015-11-18,1,BRK,32,24,30,25,0,111,CHO,32,20,34,30,0,116
2015-11-20,2,PHI,19,22,29,18,0,88,CHO,30,32,23,28,0,113
2015-11-23,3,SAC,30,30,31,21,10,122,CHO,33,27,14,38,15,127
2015-11-25,2,WAS,24,30,27,6,0,87,CHO,28,30,16,27,0,101
2015-11-27,2,CLE,23,27,22,23,0,95,CHO,22,30,24,14,0,90
2015-11-29,2,MIL,28,9,22,23,0,82,CHO,22,23,20,22,0,87
2015-12-02,3,GSW,32,28,33,23,0,116,CHO,23,28,21,27,0,99
2015-12-05,3,CHO,26,26,20,30,0,102,CHI,22,28,25,21,0,96
2015-12-07,2,DET,20,31,19,14,0,84,CHO,28,34,26,16,0,104
2015-12-09,2,MIA,17,19,18,27,0,81,CHO,27,29,24,19,0,99
2015-12-11,2,CHO,29,30,34,30,0,123,MEM,35,19,19,26,0,99
2015-12-12,1,BOS,16,22,35,25,0,98,CHO,17,25,27,24,0,93
2015-12-16,4,CHO,23,22,28,25,0,98,ORL,30,28,31,24,0,113
2015-12-17,1,TOR,20,24,21,25,9,99,CHO,25,31,21,13,19,109
2015-12-19,2,CHO,27,26,22,26,0,101,WAS,28,31,27,23,0,109
2015-12-21,2,CHO,28,16,16,35,0,95,HOU,27,18,24,33,0,102
2015-12-23,2,BOS,29,18,27,28,0,102,CHO,21,19,22,27,0,89
2015-12-26,3,MEM,28,25,21,18,0,92,CHO,30,23,21,24,0,98
2015-12-28,2,LAL,26,32,23,17,0,98,CHO,31,27,27,23,0,108
2015-12-30,2,LAC,32,33,27,30,0,122,CHO,25,31,30,31,0,117
2016-01-01,2,CHO,28,27,27,12,0,94,TOR,29,26,19,30,0,104
2016-01-02,1,OKC,34,32,21,22,0,109,CHO,22,32,22,14,0,90
2016-01-04,2,CHO,24,30,23,24,0,101,GSW,32,30,33,16,0,111
2016-01-06,2,CHO,32,20,33,17,0,102,PHO,34,26,26,25,0,111
2016-01-09,3,CHO,18,28,18,19,0,83,LAC,27,16,27,27,0,97
2016-01-10,1,CHO,26,30,21,15,0,92,DEN,36,17,28,14,0,95
2016-01-13,3,ATL,19,17,22,26,0,84,CHO,20,25,35,27,0,107
2016-01-15,2,CHO,34,15,32,26,0,107,NOP,32,25,27,25,0,109
2016-01-16,1,MIL,19,33,32,21,0,105,CHO,29,19,23,21,0,92
2016-01-18,2,UTA,28,15,21,31,13,119,CHO,29,23,21,22,13,124
2016-01-20,2,CHO,22,23,25,25,0,95,OKC,30,22,36,21,0,109
2016-01-22,2,CHO,30,25,24,30,11,120,ORL,35,26,33,15,7,116
2016-01-23,1,NYK,22,21,13,28,0,84,CHO,20,25,32,20,0,97
2016-01-25,2,CHO,16,30,42,27,9,129,SAC,31,25,28,31,9,128
2016-01-27,2,CHO,18,13,20,22,0,73,UTA,18,25,27,32,0,102
2016-01-29,2,CHO,25,20,24,22,0,91,POR,21,29,33,26,0,109
2016-01-31,2,CHO,21,37,25,18,0,101,LAL,16,27,17,22,0,82
2016-02-03,3,CLE,23,35,17,22,0,97,CHO,23,26,33,24,0,106
2016-02-05,2,MIA,25,22,20,31,0,98,CHO,31,16,26,22,0,95
2016-02-06,1,WAS,25,33,17,29,0,104,CHO,25,23,30,30,0,108
2016-02-08,2,CHI,20,22,23,26,0,91,CHO,38,19,30,21,0,108
2016-02-10,2,CHO,25,35,29,28,0,117,IND,25,18,27,25,0,95
2016-02-19,9,CHO,28,24,18,28,0,98,MIL,25,27,26,17,0,95
2016-02-21,2,CHO,29,26,31,18,0,104,BRK,26,22,25,23,0,96
2016-02-24,3,CHO,24,28,24,27,0,103,CLE,23,40,25,26,0,114
2016-02-26,2,CHO,29,24,24,19,0,96,IND,26,24,20,25,0,95
2016-02-28,2,CHO,9,23,25,19,0,76,ATL,25,21,22,19,0,87
2016-03-01,2,PHO,18,24,19,31,0,92,CHO,35,33,30,28,0,126
2016-03-02,1,CHO,32,26,25,36,0,119,PHI,29,21,24,25,0,99
2016-03-04,2,IND,30,20,32,19,0,101,CHO,31,24,25,28,0,108
2016-03-07,3,MIN,18,31,26,28,0,103,CHO,23,24,35,26,0,108
2016-03-09,2,NOP,28,32,30,23,0,113,CHO,39,32,28,23,0,122
2016-03-11,2,DET,32,21,28,22,0,103,CHO,38,31,19,30,0,118
2016-03-12,1,HOU,19,38,30,22,0,109,CHO,34,28,28,35,0,125
2016-03-14,2,DAL,22,30,19,36,0,107,CHO,18,15,32,31,0,96
2016-03-16,2,ORL,30,13,28,28,0,99,CHO,26,35,31,15,0,107
2016-03-17,1,CHO,26,28,28,27,0,109,MIA,29,23,21,33,0,106
2016-03-19,2,DEN,28,29,21,23,0,101,CHO,22,18,22,31,0,93
2016-03-21,2,SAS,28,23,21,16,0,88,CHO,7,29,31,24,0,91
2016-03-22,1,CHO,25,21,21,38,0,105,BRK,14,22,28,36,0,100
2016-03-25,3,CHO,24,32,20,29,0,105,DET,36,36,26,14,0,112
2016-03-26,1,CHO,29,26,35,25,0,115,MIL,17,21,26,27,0,91
2016-03-29,3,CHO,23,29,25,23,0,100,PHI,19,17,26,23,0,85
2016-04-01,3,PHI,25,25,16,25,0,91,CHO,25,34,22,19,0,100
2016-04-03,2,CHO,19,23,29,32,0,103,CLE,29,29,28,26,0,112
2016-04-05,2,CHO,16,26,17,31,0,90,TOR,26,30,19,21,0,96
2016-04-06,1,CHO,30,23,28,30,0,111,NYK,25,27,20,25,0,97
2016-04-08,2,BRK,25,18,21,35,0,99,CHO,25,25,34,29,0,113
2016-04-10,2,CHO,27,21,26,24,0,98,WAS,28,27,31,27,0,113
2016-04-11,1,CHO,24,39,31,20,0,114,BOS,28,13,31,28,0,100
2016-04-13,2,ORL,22,28,29,24,0,103,CHO,38,28,20,31,0,117
2015-10-28,10,MIN,22,29,37,24,0,112,LAL,31,29,35,16,0,111
2015-10-30,2,MIN,26,23,30,16,0,95,DEN,16,23,24,15,0,78
2015-11-02,3,POR,21,32,30,23,0,106,MIN,34,19,27,21,0,101
2015-11-05,3,MIA,22,27,24,23,0,96,MIN,15,24,22,23,0,84
2015-11-07,2,MIN,30,28,18,17,9,102,CHI,28,29,20,16,0,93
2015-11-09,2,MIN,30,42,21,24,0,117,ATL,19,23,42,23,0,107
2015-11-10,1,CHO,32,31,22,19,0,104,MIN,31,28,21,15,0,95
2015-11-12,2,GSW,40,35,22,32,0,129,MIN,27,36,24,29,0,116
2015-11-13,1,MIN,27,23,23,30,0,103,IND,24,37,29,17,0,107
2015-11-15,2,MEM,22,33,26,33,0,114,MIN,23,26,30,27,0,106
